# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 5150.7001 19409.4296    1.812   30651  3    11241  3    70.4      Th   I   PE83
 5151.6120 19405.9938   61.179    3687  2    23093  2    69.4      Th   I   PE83
 5153.5173 19398.8192     .716   34543  2.5  15144  1.5  71.6      Th  II   PE83
 5154.2430 19396.0881   83.293   27191  5     7795  4    68.5      Th   I   PE83
 5154.8985 19393.6215    1.263    6213  4.5  25607  4.5  70.1      Th  II   PE83
 5157.4258 19384.1184    1.694   36885  4    17501  5    69.6      Th   I   PE83
 5158.6041 19379.6906  154.257    2869  3    22248  2    68.1      Th   I   PE83
 5159.4534 19376.5005    1.619   32551  3    13175  4    70.9      Th   I   PE83
 5159.6203 19375.8740    3.894    7502  3    26878  3    69.4      Th   I   PE83
 5161.5396 19368.6692   22.759   27612  3     8243  2    67.9      Th   I   PE83
 5163.4584 19361.4715   35.482    3687  2    23049  1    68.4      Th   I   PE83
 5164.4014 19357.9362    2.877   33564  3    14206  4    69.8      Th   I   PE83
 5166.6553 19349.4918    2.364   30132  2    10783  2    69.8      Th   I   PE83
 5168.5866 19342.2617    4.377   29756  4    10414  4    68.4      Th   I   PE83
 5168.9226 19341.0045    4.154    6362  2    25703  2    67.6      Th   I   PE83
 5170.2227 19336.1409    2.220   30452  4.5  11116  3.5  69.9      Th  II   PE83
 5172.4786 19327.7078    1.020   11601  1    30928  1    71.7      Th   I   PE83
 5172.6890 19326.9217    1.468                          105.7      Mg   I   PE83
 5172.9175 19326.0681     .688   29515  4.5  10189  5.5  71.1      Th  II   PE83
 5173.6715 19323.2513    6.727   27566  2     8243  2    69.1      Th   I   PE83
 5174.3699 19320.6433    3.671   33527  4    14206  4    69.1      Th   I   PE83
 5174.7988 19319.0422    3.920                           69.5      Th       PE83
 5175.3248 19317.0786    7.764    5563  1    24880  1    67.7      Th   I   PE83
 5175.9115 19314.8890    5.481   31429  1    12114  2    69.9      Th   I   PE83
 5176.4038 19313.0522    4.951    4961  4    24274  5    67.9      Th   I   PE83
 5176.9610 19310.9733   66.836   30508  5    11197  5    68.0      Th   I   PE83
 5177.6228 19308.5051    8.871   29835  3    10526  3    68.0      Th   I   PE83
 5178.4801 19305.3088    3.826   18431  3    37736  2    73.6      Th   I   PE83
 5179.1440 19302.8340     .724   30544  2    11241  3    71.9      Th   I   PE83
 5180.7209 19296.9587    2.820   38106  5    18809  4    67.9      Th   I   PE83
 5182.5269 19290.2340    5.638   38107  7.5  18816  6.5  68.6      Th  II   PE83
 5183.0897 19288.1395    1.782    7502  3    26790  4    68.9      Th   I   PE83
 5183.3408 19287.2052    1.610   35633  4    16346  4    69.6      Th   I   PE83
 5183.6044 19286.2243    1.820                          108.9      Mg   I   PE83
 5183.9896 19284.7912    5.720   31773  4.5  12488  4.5  70.1      Th  II   PE83
 5184.4534 19283.0661    6.697   32458  4    13175  4    69.6      Th   I   PE83
 5184.7315 19282.0320    1.666   31754  2.5  12472  2.5  71.6      Th  II   PE83
 5185.2042 19280.2740    1.703   34447  4    15166  3    68.4      Th   I   PE83
 5186.4132 19275.7797    4.360    5563  1    24838  1    68.2      Th   I   PE83
 5187.1677 19272.9760    2.574   11802  2    31075  2    70.3      Th   I   PE83
 5187.3375 19272.3453   12.145    2869  3    22141  3    67.4      Th   I   PE83
 5188.3656 19268.5263    1.942   31754  2.5  12485  3.5  68.0      Th  II   PE83
 5188.8432 19266.7526    2.246                           99.4      Th       PE83
 5189.6772 19263.6565    1.315   39552  4.5  20288  5.5  71.3      Th  II   PE83
 5190.8720 19259.2226    7.432    4113  2.5  23372  1.5  69.6      Th  II   PE83
 5193.8256 19248.2705    5.951       0  1.5  19248  2.5  68.8      Th  II   PE83
 5194.4576 19245.9285   21.210    9804  5    29050  5    68.9      Th   I   PE83
 5195.8136 19240.9059   50.439    4961  4    24202  4    68.2      Th   I   PE83
 5197.2360 19235.6400    4.145   35582  5    16346  4    69.9      Th   I   PE83
 5198.7999 19229.8538   35.941   29756  4    10526  3    69.4      Th   I   PE83
 5199.1638 19228.5079   95.302    3865  1    23093  2    68.0      Th   I   PE83
 5202.0087 19217.9920    2.897   31095  2    11877  1    70.8      Th   I   PE83
 5203.8479 19211.1998    4.690                           82.4      Th       PE83
 5205.1523 19206.3859    8.611    8111  4    27317  3    68.1      Th   I   PE83
 5205.7787 19204.0746    3.191   34553  4.5  15349  5.5  70.1      Th  II   PE83
 5206.4956 19201.4304    6.535    6213  4.5  25414  5.5  69.7      Th  II   PE83
 5206.6625 19200.8148    3.275   29873  3.5  10673  2.5  69.1      Th  II   PE83
 5206.7995 19200.3098    2.439   37211  5    18011  5    68.8      Th   I   PE83
 5207.8015 19196.6155    3.055   13088  3    32285  3    69.3      Th   I   PE83
 5209.7246 19189.5296   14.281    3687  2    22877  1    69.5      Th   I   PE83
 5211.2305 19183.9844   71.289    3865  1    23049  1    69.4      Th   I   PE83
 5213.3492 19176.1881   26.104   26971  4     7795  4    68.2      Th   I   PE83
 5214.1614 19173.2012    1.842   39085  6.5  19912  6.5  69.8      Th  II   PE83
 5216.5967 19164.2506   11.059    1521  2.5  20686  2.5  69.7      Th  II   PE83
 5218.5271 19157.1615    4.602   26488  2.5   7331  2.5  69.2      Th  II   PE83
 5219.1099 19155.0221   50.783    8111  4    27266  4    68.7      Th   I   PE83
 5220.3085 19150.6243     .943                           72.1      Th       PE83
 5220.7068 19149.1632    3.698    8111  4    27260  3    68.8      Th   I   PE83
 5220.9264 19148.3579    7.015    8800  4    27948  4    67.5      Th   I   PE83
 5222.2629 19143.4574     .849   33390  1    14247  0    72.9      Th   I   PE83
 5222.7661 19141.6128     .602   13297  4    32439  4    69.4      Th   I   PE83
 5224.1227 19136.6424     .544    7828  0.5  26965  1.5  68.3      Th  II   PE83
 5226.5255 19127.8448    1.207    9804  5    28932  4    69.0      Th   I   PE83
 5228.2246 19121.6285    9.873   33603  6    14481  6    67.8      Th   I   PE83
 5228.9951 19118.8108    2.958   32293  5    13175  4    69.8      Th   I   PE83
 5229.7946 19115.8883     .716                           71.6      Th       PE83
 5231.1597 19110.8999  152.803    2558  0    21668  1    67.7      Th   I   PE83
 5232.3415 19106.5833    1.030   38145  3    19039  2    68.7      Th   I   PE83
 5233.2254 19103.3561    9.871   28823  2.5   9720  3.5  69.8      Th  II   PE83
 5234.1070 19100.1388    3.556   27343  3     8243  2    69.0      Th   I   PE83
 5237.6280 19087.2986     .746   45735  5.5  26647  6.5  71.1      Th  II   PE83
 5237.9034 19086.2953    1.854   36809  3.5  17722  4.5  69.9      Th  II   PE83
 5238.8137 19082.9788   22.350    7280  2    26363  2    67.8      Th   I   PE83
 5239.5520 19080.2897   20.762    6362  2    25442  3    67.8      Th   I   PE83
 5240.1968 19077.9420    8.775   25246  4.5   6168  3.5  67.8      Th  II   PE83
 5241.8544 19071.9093    1.393                           80.2      Th       PE83
 5242.0892 19071.0548    1.597   41099  7.5  22028  7.5  70.1      Th  II   PE83
 5247.1969 19052.4913    5.701    8800  4    27852  5    69.0      Th   I   PE83
 5247.6547 19050.8291   23.922       0  1.5  19050  1.5  68.1      Th  II   PE83
 5250.8727 19039.1537    1.863       0  2    19039  2    67.6      Th   I   PE83
 5252.5681 19033.0087     .376    2869  3    21902  4    72.5      Th   I   PE83
 5253.4442 19029.8347    1.631                          121.0      Th       PE83
 5254.2589 19026.8839    5.488   32201  5    13175  4    69.1      Th   I   PE83
 5255.5736 19022.1244    1.358   12847  3    31870  2    72.9      Th   I   PE83
 5255.9188 19020.8750     .435    2869  3    21890  3    71.8      Th   I   PE83
 5258.3603 19012.0437   89.278    3865  1    22877  1    68.6      Th   I   PE83
 5259.7760 19006.9265    1.917    7280  2    26287  1    68.5      Th   I   PE83
 5260.1041 19005.7407   16.893    7502  3    26508  3    68.2      Th   I   PE83
 5261.4720 19000.7996    5.581   26796  3     7795  4    67.9      Th   I   PE83
 5261.6995 18999.9782    3.207                           93.9      Th       PE83
 5262.2369 18998.0379    3.998                           94.9      Th       PE83
 5264.2332 18990.8334    3.302                           93.4      Th       PE83
 5265.5514 18986.0793    9.075                           94.7      Th       PE83
 5266.7103 18981.9016   38.380    3687  2    22669  3    69.0      Th   I   PE83
 5269.7927 18970.7990    3.203   34460  5    15490  5    69.5      Th   I   PE83
 5270.2660 18969.0953   16.800                           93.3      Th       PE83
 5272.6439 18960.5406    1.521   35525  5.5  16564  5.5  70.2      Th  II   PE83
 5272.9270 18959.5224    6.789    6362  2    25321  3    69.0      Th   I   PE83
 5273.1317 18958.7864    4.637   11802  2    30761  3    68.6      Th   I   PE83
 5274.1188 18955.2381   15.033    4961  4    23916  4    68.7      Th   I   PE83
 5274.3897 18954.2646    1.528   35300  5    16346  4    72.7      Th   I   PE83
 5276.4090 18947.0111    1.518    8018  1.5  26965  1.5  70.2      Th  II   PE83
 5277.1460 18944.3649    4.064    6362  2    25306  2    69.5      Th   I   PE83
 5277.5002 18943.0934   12.862   29515  4.5  10572  4.5  69.4      Th  II   PE83
 5279.1968 18937.0056     .860   15493  4    34430  3    68.4      Th   I   PE83
 5280.0855 18933.8183    2.184   33209  3.5  14275  4.5  83.2      Th  II   PE83
 5280.3441 18932.8912    1.935   12847  3    31780  3    69.3      Th   I   PE83
 5281.0687 18930.2935    8.385       0  2    18930  3    67.6      Th   I   PE83
 5282.3949 18925.5410    2.364   33390  1    14465  2    70.7      Th   I   PE83
 5283.6959 18920.8809    1.309   11802  2    30723  1    69.3      Th   I   PE83
 5284.5421 18917.8511     .968   32736  3.5  13818  3.5  69.2      Th  II   PE83
 5289.6226 18899.6815    1.391   13297  4    32197  3    69.2      Th   I   PE83
 5289.8974 18898.6997    2.689    4113  2.5  23012  1.5  67.8      Th  II   PE83
 5291.8164 18891.8465    9.190   29418  2    10526  3    67.9      Th   I   PE83
 5294.3971 18882.6378   11.518    7502  3    26384  4    68.7      Th   I   PE83
 5295.0886 18880.1720    2.153   30758  2    11877  1    69.6      Th   I   PE83
 5296.2787 18875.9296   20.009    9804  5    28680  4    67.7      Th   I   PE83
 5297.4075 18871.9072    1.607   35089  3    16217  2    71.5      Th   I   PE83
 5297.7432 18870.7117   25.675    8800  4    27670  3    69.4      Th   I   PE83
 5298.2825 18868.7909   14.602    2869  3    21738  2    68.4      Th   I   PE83
 5298.5601 18867.8022    3.177   29650  2    10783  2    69.7      Th   I   PE83
 5300.5234 18860.8138   10.887    7502  3    26363  2    67.6      Th   I   PE83
 5301.4043 18857.6797    3.633   32959  1.5  14101  0.5  69.7      Th  II   PE83
 5303.4834 18850.2873    4.774   30964  3    12114  2    69.2      Th   I   PE83
 5306.9864 18837.8448    5.150   32012  4    13175  4    68.3      Th   I   PE83
 5307.4655 18836.1443    8.946   35400  6.5  16564  5.5  68.2      Th  II   PE83
 5308.3106 18833.1457    1.248    7280  2    26113  2    69.6      Th   I   PE83
 5309.6093 18828.5390    2.687   35046  1    16217  2    69.8      Th   I   PE83
 5310.2666 18826.2087    8.542    1859  1.5  20686  2.5  70.4      Th  II   PE83
 5310.8662 18824.0832    1.262   28026  2.5   9202  3.5  70.8      Th  II   PE83
 5312.0018 18820.0590   67.069    3687  2    22508  2    69.0      Th   I   PE83
 5312.5288 18818.1920   38.402    5563  1    24381  2    67.6      Th   I   PE83
 5312.9046 18816.8611   23.483    7280  2    26096  3    69.4      Th   I   PE83
 5315.2278 18808.6366    2.204   33273  1    14465  2    68.2      Th   I   PE83
 5317.4944 18800.6192   15.650   27044  3     8243  2    67.6      Th   I   PE83
 5318.1104 18798.4417    2.171   35582  5    16783  4    68.5      Th   I   PE83
 5318.4268 18797.3233    2.837    8605  2.5  27403  1.5  68.2      Th  II   PE83
 5320.0985 18791.4168    1.200                           70.3      Th       PE83
 5320.7699 18789.0456    2.912    1521  2.5  20310  2.5  70.2      Th  II   PE83
 5322.8989 18781.5309    3.803   13088  3    31870  2    69.6      Th   I   PE83
 5323.4002 18779.7620    1.134   19273  2    38053  3    69.0      Th   I   PE83
 5325.1438 18773.6130    8.374   31259  2.5  12485  3.5  69.6      Th  II   PE83
 5325.4317 18772.5983    5.991   30014  4    11241  3    67.6      Th   I   PE83
 5326.2775 18769.6174   13.044   30011  3    11241  3    69.4      Th   I   PE83
 5326.9757 18767.1573   55.243    8111  4    26878  3    68.7      Th   I   PE83
 5329.3745 18758.7100    4.359   29431  3.5  10673  2.5  69.5      Th  II   PE83
 5329.7559 18757.3675    1.893   29873  3.5  11116  3.5  71.9      Th  II   PE83
 5330.0804 18756.2255    7.988    7280  2    26036  3    69.3      Th   I   PE83
 5331.7477 18750.3604    1.334   11802  2    30553  2    69.5      Th   I   PE83
 5333.3846 18744.6058    1.547    5563  1    24307  2    69.3      Th   I   PE83
 5337.0154 18731.8537    3.886                           69.1      Th       PE83
 5338.6405 18726.1519     .863   13297  4    32023  5    68.2      Th   I   PE83
 5339.8952 18721.7519    1.713                           69.4      Th       PE83
 5340.4983 18719.6378    5.230   16554  6    35273  5    69.3      Th   I   PE83
 5343.5812 18708.8378  113.940    3687  2    22396  1    68.3      Th   I   PE83
 5345.3117 18702.7809    4.314                           67.9      Th       PE83
 5346.3778 18699.0517    2.727   27937  5.5   9238  4.5  70.0      Th  II   PE83
 5347.9714 18693.4795    7.489    4961  4    23655  4    69.1      Th   I   PE83
 5348.3092 18692.2990    1.292   13088  3    31780  3    70.4      Th   I   PE83
 5349.0054 18689.8662    3.244   29104  4    10414  4    69.9      Th   I   PE83
 5349.4608 18688.2749    9.269                           92.2      Th       PE83
 5350.5361 18684.5194     .832                           78.9      Th       PE83
 5351.1265 18682.4578   18.859   34301  4    15618  3    68.7      Th   I   PE83
 5351.8365 18679.9793    3.848   11601  1    30281  1    69.3      Th   I   PE83
 5354.6016 18670.3332    2.169    2869  3    21539  4    68.1      Th   I   PE83
 5355.6365 18666.7254    4.946   30544  2    11877  1    69.4      Th   I   PE83
 5358.7059 18656.0335    3.789   13297  4    31953  4    68.7      Th   I   PE83
 5359.8269 18652.1316    4.772   29849  4    11197  5    69.1      Th   I   PE83
 5360.1501 18651.0069   16.818    3687  2    22338  3    69.2      Th   I   PE83
 5361.1557 18647.5088    4.046    4961  4    23609  5    68.2      Th   I   PE83
 5361.4101 18646.6238     .780   42955  4.5  24309  5.5  70.7      Th  II   PE83
 5362.2506 18643.7012    1.418    8605  2.5  27249  3.5  82.5      Th  II   PE83
 5362.5751 18642.5730    7.333    3865  1    22508  2    67.7      Th   I   PE83
 5363.6073 18638.9853     .907   35545  4.5  16906  3.5  77.8      Th  II   PE83
 5365.4705 18632.5128    2.025                           69.1      Th       PE83
 5366.7066 18628.2213     .795   37558  4    18930  3    71.5      Th   I   PE83
 5369.2819 18619.2868    8.033    5563  1    24182  2    69.6      Th   I   PE83
 5369.4471 18618.7140    6.496    6362  2    24981  3    67.7      Th   I   PE83
 5370.7096 18614.3372    3.589       0  2    18614  1    69.3      Th   I   PE83
 5371.1238 18612.9016    1.033   13962  1    32575  2    69.6      Th   I   PE83
 5372.7027 18607.4319    9.723   29849  4    11241  3    67.6      Th   I   PE83
 5374.8219 18600.0954   18.331                           67.6      Th       PE83
 5375.3526 18598.2590    8.592    1521  2.5  20120  2.5  69.6      Th  II   PE83
 5375.7688 18596.8191    6.082   15305  4.5  33902  3.5  68.8      Th  II   PE83
 5376.1304 18595.5683   42.061   21783  4     3188  4    69.4      Th III   PE83
 5376.7809 18593.3187    9.883   29835  3    11241  3    69.0      Th   I   PE83
 5378.8356 18586.2162   24.031   33068  6    14481  6    68.7      Th   I   PE83
 5379.1105 18585.2662   30.630   26380  5     7795  4    68.9      Th   I   PE83
 5381.3709 18577.4598    1.413   29104  4    10526  3    68.7      Th   I   PE83
 5382.9276 18572.0874    8.278    4113  2.5  22685  3.5  67.9      Th  II   PE83
 5384.0356 18568.2654    2.613       0  1.5  18568  0.5  70.0      Th  II   PE83
 5386.6107 18559.3888   44.953    4961  4    23521  3    69.1      Th   I   PE83
 5387.8131 18555.2469    3.707                           69.0      Th       PE83
 5388.0508 18554.4286    7.461   33721  2    15166  3    48.2      Th   I   PE83
 5388.9061 18551.4837     .679   13248  4.5  31800  3.5  72.1      Th  II   PE83
 5391.0760 18544.0166    1.862    6213  4.5  24757  4.5  68.8      Th  II   PE83
 5392.5726 18538.8703   10.576    4146  3.5  22685  3.5  67.8      Th  II   PE83
 5393.9720 18534.0608    9.369    7502  3    26036  3    69.4      Th   I   PE83
 5394.7608 18531.3507   41.598    3865  1    22396  1    67.6      Th   I   PE83
 5396.1127 18526.7082    1.384   34873  4    16346  4    77.2      Th   I   PE83
 5398.2047 18519.5285    3.267   32551  3    14032  2    69.6      Th   I   PE83
 5398.7016 18517.8240   10.723    6362  2    24880  1    67.7      Th   I   PE83
 5398.9219 18517.0683   15.739   35300  5    16783  4    71.5      Th   I   PE83
 5399.1745 18516.2019   16.889                           68.6      Th       PE83
 5399.6218 18514.6682    3.514   29756  4    11241  3    67.5      Th   I   PE83
 5400.1456 18512.8724    4.265   32458  4    13945  3    67.7      Th   I   PE83
 5403.1993 18502.4095    7.594   34849  5    16346  4    68.0      Th   I   PE83
 5405.2097 18495.5279     .496    4146  3.5  22642  4.5  72.0      Th  II   PE83
 5406.7553 18490.2408    2.207   34707  3    16217  2    69.7      Th   I   PE83
 5407.6535 18487.1694   56.171   29684  5    11197  5    68.1      Th   I   PE83
 5410.7687 18476.5258   38.524    6362  2    24838  1    67.9      Th   I   PE83
 5412.2212 18471.5673    1.877   25972  4     7500  3    70.7      Th III   PE83
 5414.5246 18463.7093     .934                           71.4      Th       PE83
 5415.5226 18460.3068   14.944   26255  4     7795  4    67.2      Th   I   PE83
 5417.4858 18453.6172   93.921    3687  2    22141  3    67.7      Th   I   PE83
 5419.1285 18448.0233    3.416   39525  5    21077  5    69.5      Th   I   PE83
 5421.6628 18439.4002    2.419   33606  2    15166  3    67.3      Th   I   PE83
 5421.8359 18438.8114    3.660    7001  1.5  25440  2.5  68.6      Th  II   PE83
 5422.9151 18435.1421     .420   12847  3    31283  3    72.7      Th   I   PE83
 5424.0079 18431.4280   27.989   28845  4    10414  4    67.7      Th   I   PE83
 5424.7296 18428.9758    1.104                           68.1      Th       PE83
 5425.6783 18425.7534   22.272   28011  1.5   9585  2.5  69.1      Th  II   PE83
 5426.4075 18423.2774    3.736    7280  2    25703  2    68.0      Th   I   PE83
 5427.6207 18419.1594    1.159   13297  4    31716  5    68.5      Th   I   PE83
 5429.1048 18414.1245    2.062   17398  3    35812  3    68.5      Th   I   PE83
 5430.5978 18409.0622     .600   30286  1    11877  1    66.7      Th   I   PE83
 5431.1120 18407.3190   30.440    6362  2    24769  3    69.7      Th   I   PE83
 5431.6054 18405.6472     .920   11802  2    30208  2    68.9      Th   I   PE83
 5432.7650 18401.7185     .923                          124.3      Th       PE83
 5433.2920 18399.9338    1.603    4113  2.5  22513  2.5  68.7      Th  II   PE83
 5433.7005 18398.5505    1.961   29515  4.5  11116  3.5  71.6      Th  II   PE83
 5434.1514 18397.0237   15.399    8111  4    26508  3    67.7      Th   I   PE83
 5435.1229 18393.7354    3.437   30879  3.5  12485  3.5  70.6      Th  II   PE83
 5435.7236 18391.7029    1.778   27593  2.5   9202  3.5  69.2      Th  II   PE83
 5435.8925 18391.1313    9.348   30879  3.5  12488  4.5  68.1      Th  II   PE83
 5436.4980 18389.0830     .817   48612  6.5  30223  7.5  73.3      Th  II   PE83
 5437.3877 18386.0740    6.911   12570  3.5  30956  4.5  67.8      Th  II   PE83
 5438.1374 18383.5393    3.080                           68.6      Th       PE83
 5439.8518 18377.7458    2.820                           67.9      Th       PE83
 5440.6015 18375.2133    5.824    7502  3    25877  4    68.8      Th   I   PE83
 5441.0441 18373.7189    1.245   13297  4    31671  4    70.0      Th   I   PE83
 5441.2145 18373.1434    3.153   37303  4    18930  3    68.6      Th   I   PE83
 5443.1187 18366.7157    7.910    4146  3.5  22513  2.5  68.4      Th  II   PE83
 5447.1537 18353.1109   64.623   18863  2      510  2    69.3      Th III   PE83
 5448.2719 18349.3441    1.295   13847  2    32197  3    70.6      Th   I   PE83
 5449.4788 18345.2803   10.518   32620  5.5  14275  4.5  68.6      Th  II   PE83
 5449.8974 18343.8712     .836   22834  3.5   4490  2.5  73.7      Th  II   PE83
 5450.5104 18341.8082     .667   33831  4    15490  5    69.1      Th   I   PE83
 5452.2188 18336.0611   44.180    9804  5    28140  4    68.7      Th   I   PE83
 5455.1524 18326.2005    3.471                           68.8      Th       PE83
 5458.9676 18313.3926   17.209   20840  3     2527  3    69.4      Th III   PE83
 5460.7504 18307.4140     .855                          107.3      Th       PE83
 5461.7358 18304.1109    4.308   31773  4.5  13468  4.5  69.8      Th  II   PE83
 5462.3372 18302.0957    2.330   37890  5    19588  5    68.9      Th   I   PE83
 5462.6129 18301.1719    5.081   32576  3.5  14275  4.5  69.4      Th  II   PE83
 5463.3214 18298.7987    1.478   35799  6    17501  5    70.3      Th   I   PE83
 5463.7697 18297.2972    1.188   18574  2    36871  2    69.6      Th   I   PE83
 5464.2055 18295.8380   13.774    2869  3    21165  3    69.1      Th   I   PE83
 5467.1704 18285.9162    1.179   36297  4    18011  5    69.2      Th   I   PE83
 5470.1460 18275.9693    1.664   37085  4    18809  4    67.9      Th   I   PE83
 5470.7591 18273.9211   13.115    8111  4    26384  4    68.3      Th   I   PE83
 5476.4857 18254.8129     .635                           68.9      Th       PE83
 5477.0540 18252.9186     .552   35525  5.5  17272  4.5  67.6      Th  II   PE83
 5477.5522 18251.2585    1.164   32458  4    14206  4    77.6      Th   I   PE83
 5478.7446 18247.2863    1.170   15863  2    34111  1    68.9      Th   I   PE83
 5479.0751 18246.1857    4.839    7280  2    25526  1    67.7      Th   I   PE83
 5480.8907 18240.1414    1.371   10855  3.5  29095  2.5  67.5      Th  II   PE83
 5481.4813 18238.1763     .703   40923  2.5  22685  3.5  73.9      Th  II   PE83
 5481.9629 18236.5739     .575   37053  5.5  18816  6.5  71.2      Th  II   PE83
 5483.1445 18232.6441     .596   13847  2    32080  1    71.1      Th   I   PE83
 5484.1467 18229.3121    4.411   29345  2.5  11116  3.5  70.6      Th  II   PE83
 5484.5596 18227.9398    1.317   12847  3    31075  2    68.3      Th   I   PE83
 5487.8414 18217.0393    1.152   32162  2    13945  3    70.0      Th   I   PE83
 5488.6287 18214.4264    4.228       0  1.5  18214  1.5  67.3      Th  II   PE83
 5488.9254 18213.4417    2.957   24381  3.5   6168  3.5  70.8      Th  II   PE83
 5489.0885 18212.9007    3.173   33831  4    15618  3    69.4      Th   I   PE83
 5492.6435 18201.1127   27.003    7502  3    25703  2    69.1      Th   I   PE83
 5493.2040 18199.2557    9.972    6362  2    24561  3    67.7      Th   I   PE83
 5494.3306 18195.5240   12.592    8800  4    26995  3    68.4      Th   I   PE83
 5496.1370 18189.5437   20.203    5563  1    23752  2    69.1      Th   I   PE83
 5499.2554 18179.2295   89.515    2558  0    20737  1    69.1      Th   I   PE83
 5499.6478 18177.9324    7.212    5563  1    23741  1    68.9      Th   I   PE83
 5501.2814 18172.5344    6.845   30286  1    12114  2    69.0      Th   I   PE83
 5501.9440 18170.3461    3.026    6244  0.5  24414  1.5  73.3      Th  II   PE83
 5504.3019 18162.5625   30.656    7280  2    25442  3    67.7      Th   I   PE83
 5506.9196 18153.9290    4.021   37742  6    19588  5    67.6      Th   I   PE83
 5507.5385 18151.8890    5.584    4961  4    23113  4    67.6      Th   I   PE83
 5508.5585 18148.5277    5.996   28562  4    10414  4    68.6      Th   I   PE83
 5509.9938 18143.8004   57.638    9804  5    27948  4    69.0      Th   I   PE83
 5510.6833 18141.5304    1.959   33384  4.5  15242  4.5  68.7      Th  II   PE83
 5511.0608 18140.2877    1.186                           67.8      Th       PE83
 5512.7002 18134.8929     .504   17398  3    35533  2    73.8      Th   I   PE83
 5512.9793 18133.9750    1.475                           98.9      Th       PE83
 5514.8731 18127.7477   31.271   25923  4     7795  4    68.9      Th   I   PE83
 5517.7952 18118.1477     .439   15236  1.5  33354  2.5  68.6      Th  II   PE83
 5518.9893 18114.2277   10.354   34460  5    16346  4    68.1      Th   I   PE83
 5519.2353 18113.4203    3.112   33603  6    15490  5    68.1      Th   I   PE83
 5521.7532 18105.1609    5.020   37332  6    19227  6    69.4      Th   I   PE83
 5523.1676 18100.5246     .855   34447  4    16346  4    69.4      Th   I   PE83
 5524.2188 18097.0802    2.334   34661  5.5  16564  5.5  72.1      Th  II   PE83
 5524.5824 18095.8890   12.621   31271  5    13175  4    68.7      Th   I   PE83
 5527.2953 18087.0075    7.091   32293  5    14206  4    68.3      Th   I   PE83
 5528.2272 18083.9584    6.613   29961  1    11877  1    68.0      Th   I   PE83
 5529.0972 18081.1129    2.475   35582  5    17501  5    67.8      Th   I   PE83
 5530.0764 18077.9116    1.333    8800  4    26878  3    71.1      Th   I   PE83
 5530.6977 18075.8807    2.187    9711  3.5  27787  4.5  69.2      Th  II   PE83
 5535.9710 18058.6625    2.290    6362  2    24421  3    67.3      Th   I   PE83
 5537.1307 18054.8805    2.958   27257  3.5   9202  3.5  74.2      Th  II   PE83
 5537.5563 18053.4927    3.606    4961  4    23015  5    67.7      Th   I   PE83
 5538.6087 18050.0626    5.901    3687  2    21738  2    68.2      Th   I   PE83
 5539.2618 18047.9344  145.939    9804  5    27852  5    67.5      Th   I   PE83
 5539.9106 18045.8206   29.035   27631  1.5   9585  2.5  69.4      Th  II   PE83
 5541.1466 18041.7955    4.187    7280  2    25321  3    68.8      Th   I   PE83
 5541.5816 18040.3794    3.397    5563  1    23603  2    67.0      Th   I   PE83
 5541.9357 18039.2266    2.187   11601  1    29640  1    68.6      Th   I   PE83
 5542.8900 18036.1207   26.352   28562  4    10526  3    68.3      Th   I   PE83
 5545.8058 18026.6382    1.002    7280  2    25306  2    69.9      Th   I   PE83
 5546.1204 18025.6157    2.610    7001  1.5  25027  0.5  69.3      Th  II   PE83
 5547.1339 18022.3221    2.084   13847  2    31870  2    69.5      Th   I   PE83
 5548.1758 18018.9377   57.634    6362  2    24381  2    68.1      Th   I   PE83
 5551.3720 18008.5637    6.597   27593  2.5   9585  2.5  67.9      Th  II   PE83
 5552.6229 18004.5067    5.754   28531  2    10526  3    69.2      Th   I   PE83
 5555.5312 17995.0813    5.239   32201  5    14206  4    52.2      Th   I   PE83
 5556.1487 17993.0815    2.268    4146  3.5  22139  4.5  54.6      Th  II   PE83
 5557.0454 17990.1780   49.576    8800  4    26790  4    50.3      Th   I   PE83
 5557.9214 17987.3426    1.260   13088  3    31075  2    53.5      Th   I   PE83
 5558.3422 17985.9809   75.127    8111  4    26096  3    50.0      Th   I   PE83
 5559.8912 17980.9701   21.927    3687  2    21668  1    50.9      Th   I   PE83
 5564.2011 17967.0424    6.993   30452  4.5  12485  3.5  51.8      Th  II   PE83
 5567.9986 17954.7888    7.184   34301  4    16346  4    99.3      Th   I   PE83
 5568.5397 17953.0440    1.314   17398  3    35351  4    63.2      Th   I   PE83
 5570.9268 17945.3513    3.845    6362  2    24307  2    50.5      Th   I   PE83
 5571.1913 17944.4994   54.200   29141  5    11197  5    51.0      Th   I   PE83
 5572.0952 17941.5887    1.234   11802  2    29744  3    48.7      Th   I   PE83
 5572.4649 17940.3982   37.815    7502  3    25442  3    51.0      Th   I   PE83
 5573.3535 17937.5380  111.819    8111  4    26048  4    50.9      Th   I   PE83
 5573.8709 17935.8730     .793   31754  2.5  13818  3.5  48.8      Th  II   PE83
 5574.9153 17932.5129    1.139   33099  3    15166  3    49.3      Th   I   PE83
 5576.2045 17928.3668   25.946   28342  5    10414  4    49.7      Th   I   PE83
 5579.3583 17918.2328   53.714    5563  1    23481  1    50.5      Th   I   PE83
 5580.0771 17915.9246    4.393    4961  4    22877  5    51.2      Th   I   PE83
