# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 4399.4060 22723.9580    1.216   13088  3    35812  3    73.3      Th   I   PE83
 4400.3863 22718.8959    1.402    7001  1.5  29720  1.5  71.9      Th  II   PE83
 4401.5812 22712.7285   30.987   30508  5     7795  4    71.0      Th   I   PE83
 4402.2452 22709.3027    3.529    4961  4    27670  3    71.4      Th   I   PE83
 4402.6001 22707.4722    1.476   17166  5    39873  5    72.2      Th   I   PE83
 4402.9272 22705.7854   46.498    2869  3    25575  4    70.3      Th   I   PE83
 4408.4823 22677.1745    5.222    8111  4    30788  5    77.2      Th   I   PE83
 4408.8828 22675.1142   99.673    3687  2    26363  2    69.8      Th   I   PE83
 4409.8991 22669.8889    2.254       0  2    22669  3    71.0      Th   I   PE83
 4413.3745 22652.0371     .493   38105  2.5  15453  3.5  74.3      Th  II   PE83
 4413.6325 22650.7133    2.104    8111  4    30761  3    72.3      Th   I   PE83
 4414.4864 22646.3321   28.757   30889  1     8243  2    70.9      Th   I   PE83
 4414.7671 22644.8922    1.619   13088  3    35733  4    71.2      Th   I   PE83
 4416.2370 22637.3548    4.606   33209  3.5  10572  4.5  71.5      Th  II   PE83
 4416.8448 22634.2401   14.446    9804  5    32439  4    70.0      Th   I   PE83
 4418.4157 22626.1926    1.215                           70.9      Th       PE83
 4419.7692 22619.2639    1.537   35794  4    13175  4    72.8      Th   I   PE83
 4420.2571 22616.7672    3.727   38106  5    15490  5    70.5      Th   I   PE83
 4421.5439 22610.1853    4.863   15970  3    38580  4    83.8      Th   I   PE83
 4422.0479 22607.6081   13.652   33390  1    10783  2    71.0      Th   I   PE83
 4423.7203 22599.0618    6.699    3687  2    26287  1    72.6      Th   I   PE83
 4424.8373 22593.3569    5.431   34707  3    12114  2    73.3      Th   I   PE83
 4428.5536 22574.3974    3.206   36781  5    14206  4    74.7      Th   I   PE83
 4429.6349 22568.8873    2.212   11802  2    34371  2    93.3      Th   I   PE83
 4429.8228 22567.9300    2.080   39351  5    16783  4    70.6      Th   I   PE83
 4432.2523 22555.5595   13.869    6362  2    28917  2    69.7      Th   I   PE83
 4432.9629 22551.9442   17.287   31754  2.5   9202  3.5  72.0      Th  II   PE83
 4433.4907 22549.2592    4.924   32963  5    10414  4    70.6      Th   I   PE83
 4434.8267 22542.4666     .748   29873  3.5   7331  2.5  71.7      Th  II   PE83
 4434.9564 22541.8072   15.348                          107.0      Ca   I   PE83
 4435.6787 22538.1363    5.108                          105.6      Th       PE83
 4436.0485 22536.2579    1.595   33209  3.5  10673  2.5  71.4      Th  II   PE83
 4436.2844 22535.0593    2.430   31773  4.5   9238  4.5  71.2      Th  II   PE83
 4436.9961 22531.4449    2.134                           72.5      Th       PE83
 4438.7464 22522.5601    7.927    6362  2    28884  3    71.4      Th   I   PE83
 4439.1237 22520.6461    5.910   33637  3.5  11116  3.5  71.3      Th  II   PE83
 4440.5737 22513.2923    7.103       0  1.5  22513  2.5  70.9      Th  II   PE83
 4440.8659 22511.8110    8.028    8460  1.5  30972  2.5  70.8      Th  II   PE83
 4441.6085 22508.0476    3.401       0  2    22508  2    73.0      Th   I   PE83
 4443.0864 22500.5608    2.922   30879  3.5   8378  3.5  71.5      Th  II   PE83
 4443.6657 22497.6275    5.499    3865  1    26363  2    72.7      Th   I   PE83
 4445.0339 22490.7028    6.276   33273  1    10783  2    69.7      Th   I   PE83
 4445.9012 22486.3153   26.378    2869  3    25355  4    72.4      Th   I   PE83
 4447.2296 22479.5987    2.287   33721  2    11241  3    71.4      Th   I   PE83
 4447.8346 22476.5408    6.348    6244  0.5  28720  1.5  71.7      Th  II   PE83
 4450.8040 22461.5458    4.877    5563  1    28024  1    71.1      Th   I   PE83
 4452.5655 22452.6598   28.337    2869  3    25321  3    69.6      Th   I   PE83
 4454.1392 22444.7272    1.710   13088  3    35533  2    70.2      Th   I   PE83
 4454.7738 22441.5299   27.517                          107.3      Ca   I   PE83
 4456.7081 22431.7902    1.682   32620  5.5  10189  5.5  70.8      Th  II   PE83
 4457.2362 22429.1323    4.162   40482  5    18053  4    72.8      Th   I   PE83
 4458.0016 22425.2816   51.592    3687  2    26113  2    70.0      Th   I   PE83
 4458.7384 22421.5757    3.646    3865  1    26287  1    74.7      Th   I   PE83
 4459.5477 22417.5070    1.490                           74.4      Th       PE83
 4461.2412 22408.9973   23.812    3687  2    26096  3    72.5      Th   I   PE83
 4461.5278 22407.5577   34.945   30651  3     8243  2    70.4      Th   I   PE83
 4463.6661 22396.8239    5.876       0  2    22396  1    73.3      Th   I   PE83
 4463.8347 22395.9780    5.509   17166  5    39562  4    72.8      Th   I   PE83
 4464.1386 22394.4530     .830    8800  4    31194  4    72.4      Th   I   PE83
 4465.3406 22388.4249   13.036    8605  2.5  30994  3.5  71.1      Th  II   PE83
 4465.9751 22385.2442    1.638   15970  3    38355  2    72.2      Th   I   PE83
 4466.6245 22381.9896    2.151   32796  3    10414  4    70.7      Th   I   PE83
 4468.3208 22373.4930    3.742   13088  3    35462  3    72.0      Th   I   PE83
 4469.1891 22369.1463    1.985   36576  4    14206  4    70.0      Th   I   PE83
 4469.5253 22367.4635   22.434   32781  4    10414  4    70.7      Th   I   PE83
 4470.9907 22360.1330    4.433    7280  2    29640  1    72.6      Th   I   PE83
 4472.8462 22350.8570    1.856    7502  3    29853  2    70.4      Th   I   PE83
 4474.0730 22344.7286    2.205   13248  4.5  35593  4.5  72.9      Th  II   PE83
 4475.2215 22338.9944   16.285       0  2    22338  3    71.5      Th   I   PE83
 4478.4033 22323.1233    2.813   33564  3    11241  3    71.1      Th   I   PE83
 4478.5958 22322.1635    5.613    2558  0    24880  1    72.5      Th   I   PE83
 4479.6377 22316.9721    6.199   34431  3    12114  2    73.4      Th   I   PE83
 4480.2662 22313.8415     .596    6362  2    28676  3    80.4      Th   I   PE83
 4480.5453 22312.4513    1.025   38529  3    16217  2    73.1      Th   I   PE83
 4482.1693 22304.3672   32.626    4961  4    27266  4    71.7      Th   I   PE83
 4483.3469 22298.5090   14.973    4961  4    27260  3    72.3      Th   I   PE83
 4486.8973 22280.8645   37.202    2558  0    24838  1    73.0      Th   I   PE83
 4487.4955 22277.8947   15.771    4146  3.5  26424  2.5  70.1      Th  II   PE83
 4488.3123 22273.8404    6.080   37892  4    15618  3    72.3      Th   I   PE83
 4488.6809 22272.0116   13.874   26762  1.5   4490  2.5  73.3      Th  II   PE83
 4489.6646 22267.1318   18.536   36749  6    14481  6    70.0      Th   I   PE83
 4490.6715 22262.1388    1.664                           95.1      Th       PE83
 4492.1007 22255.0561    3.362   32781  4    10526  3    71.3      Th   I   PE83
 4493.3337 22248.9492  269.669       0  2    22248  2    71.3      Th   I   PE83
 4494.6907 22242.2322    2.279    7502  3    29744  3    71.9      Th   I   PE83
 4494.9616 22240.8916     .758   34726  3.5  12485  3.5  74.3      Th  II   PE83
 4495.2378 22239.5253     .510   40222  1.5  17983  2.5  71.5      Th  II   PE83
 4496.3156 22234.1945    1.095   42146  5.5  19912  6.5  81.2      Th  II   PE83
 4496.6381 22232.5998     .664                           74.4      Th       PE83
 4497.9144 22226.2914    5.047   13847  2    36074  3    72.3      Th   I   PE83
 4498.9401 22221.2239   43.079    5563  1    27784  2    71.1      Th   I   PE83
 4499.3796 22219.0533    3.991   30014  4     7795  4    71.5      Th   I   PE83
 4499.7037 22217.4531     .888   33459  4    11241  3    71.1      Th   I   PE83
 4499.9832 22216.0731   32.034   30011  3     7795  4    72.1      Th   I   PE83
 4500.5769 22213.1426     .665                           74.4      Th       PE83
 4504.6306 22193.1534    2.003   39694  5    17501  5    71.4      Th   I   PE83
 4505.2167 22190.2664   22.872    8800  4    30990  3    72.3      Th   I   PE83
 4506.4730 22184.0802    8.950    7502  3    29686  3    69.8      Th   I   PE83
 4507.4185 22179.4267    1.782                           70.1      Th       PE83
 4509.9587 22166.9347    1.426   33408  3    11241  3    70.9      Th   I   PE83
 4510.5259 22164.1473   12.251   32736  3.5  10572  4.5  72.3      Th  II   PE83
 4512.4832 22154.5337    2.548   33730  2.5  11576  1.5  72.2      Th  II   PE83
 4513.2231 22150.9018   13.450    6362  2    28513  2    70.1      Th   I   PE83
 4513.6799 22148.6598   18.170    9804  5    31953  4    70.2      Th   I   PE83
 4514.0573 22146.8083     .925   40200  3    18053  4    72.5      Th   I   PE83
 4514.5503 22144.3899     .382   36089  4    13945  3    81.1      Th   I   PE83
 4515.1183 22141.6043   47.599       0  2    22141  3    69.0      Th   I   PE83
 4515.6275 22139.1076     .770    7280  2    29419  2    72.8      Th   I   PE83
 4517.0352 22132.2081     .597                           74.1      Th       PE83
 4519.2593 22121.3162   14.203    3687  2    25809  1    69.2      Th   I   PE83
 4521.1940 22111.8503   31.041    2869  3    24981  3    70.9      Th   I   PE83
 4521.7407 22109.1768    1.153                           70.5      Th       PE83
 4522.7839 22104.0773     .352   46861  5.5  24757  4.5  83.8      Th  II   PE83
 4524.1289 22097.5057    2.097   39321  3    17224  2    70.4      Th   I   PE83
 4524.8379 22094.0436    2.556    7001  1.5  29095  2.5  70.7      Th  II   PE83
 4525.4457 22091.0764     .657   15863  2    37954  3    73.4      Th   I   PE83
 4526.0287 22088.2308     .555    9711  3.5  31800  3.5  73.0      Th  II   PE83
 4526.9177 22083.8929    1.030                           87.3      Th       PE83
 4527.7086 22080.0354     .577   39352  5.5  17272  4.5  76.2      Th  II   PE83
 4528.0208 22078.5131    2.824                           70.7      Th       PE83
 4528.4097 22076.6168     .503   35545  4.5  13468  4.5  70.8      Th  II   PE83
 4528.9740 22073.8663     .511   30452  4.5   8378  3.5  71.8      Th  II   PE83
 4530.3191 22067.3123   15.657   33309  2    11241  3    70.6      Th   I   PE83
 4531.7135 22060.5228    1.469   35878  3.5  13818  3.5  72.4      Th  II   PE83
 4532.2577 22057.8738    3.675   34543  2.5  12485  3.5  73.4      Th  II   PE83
 4533.0770 22053.8872    9.284   29849  4     7795  4    71.2      Th   I   PE83
 4533.3042 22052.7817    8.568   31773  4.5   9720  3.5  70.7      Th  II   PE83
 4534.1198 22048.8151    6.828   32620  5.5  10572  4.5  72.3      Th  II   PE83
 4534.4025 22047.4402     .810   37784  2    15736  1    72.9      Th   I   PE83
 4535.2546 22043.2980   27.694   30286  1     8243  2    71.7      Th   I   PE83
 4535.9799 22039.7737    3.081   29835  3     7795  4    70.4      Th   I   PE83
 4540.9990 22015.4135   22.868    3687  2    25703  2    71.7      Th   I   PE83
 4542.0513 22010.3133     .444    6362  2    28372  1    72.7      Th   I   PE83
 4543.4153 22003.7054    1.818   12847  3    34851  2    71.9      Th   I   PE83
 4544.5142 21998.3850    4.454   26488  2.5   4490  2.5  72.0      Th  II   PE83
 4545.9156 21991.6032   25.819                           71.4      Th       PE83
 4546.6758 21987.9267    2.126    8800  4    30788  5    72.0      Th   I   PE83
 4547.2498 21985.1510    6.897    6362  2    28347  2    72.2      Th   I   PE83
 4548.3261 21979.9487    2.576   15970  3    37950  4    70.2      Th   I   PE83
 4549.6263 21973.6674     .949                           70.6      Th       PE83
 4549.8341 21972.6637     .826    7280  2    29252  2    71.2      Th   I   PE83
 4551.4737 21964.7487    4.804   13847  2    35812  3    70.9      Th   I   PE83
 4552.1536 21961.4679   11.416    8800  4    30761  3    72.8      Th   I   PE83
 4553.8376 21953.3465     .770   38517  6.5  16564  5.5  70.8      Th  II   PE83
 4555.8127 21943.8293   34.979    3865  1    25809  1    71.9      Th   I   PE83
 4556.3872 21941.0625    1.326                           70.2      Th       PE83
 4558.3458 21931.6352    8.494   32458  4    10526  3    70.1      Th   I   PE83
 4559.0571 21928.2136    1.502   14204  5    36132  5    73.8      Th   I   PE83
 4559.3120 21926.9874    1.654   32710  2    10783  2    69.8      Th   I   PE83
 4561.3477 21917.2018   19.808    7280  2    29197  1    70.9      Th   I   PE83
 4562.0803 21913.6823    4.047   17959  4    39873  5    73.3      Th   I   PE83
 4562.4756 21911.7838     .977    9804  5    31716  5    74.4      Th   I   PE83
 4563.6609 21906.0926   20.249    8111  4    30017  3    72.0      Th   I   PE83
 4564.8354 21900.4564    5.555    2869  3    24769  3    70.0      Th   I   PE83
 4566.6497 21891.7558    3.397    7828  0.5  29720  1.5  73.3      Th  II   PE83
 4567.2403 21888.9251   22.209   29684  5     7795  4    72.6      Th   I   PE83
 4568.1426 21884.6015    6.484    5563  1    27447  2    71.4      Th   I   PE83
 4568.5235 21882.7769    2.516   36089  4    14206  4    70.2      Th   I   PE83
 4570.9722 21871.0544   45.983   33068  6    11197  5    70.7      Th   I   PE83
 4571.2195 21869.8711    6.311   32396  2    10526  3    70.2      Th   I   PE83
 4571.5312 21868.3802    1.020                           76.2      Th       PE83
 4573.7038 21857.9923    3.322   28026  2.5   6168  3.5  72.1      Th  II   PE83
 4574.0280 21856.4433    2.405   12847  3    34704  3    71.2      Th   I   PE83
 4574.3058 21855.1157    1.789   41841  6    19986  6    71.5      Th   I   PE83
 4575.2338 21850.6828    1.286    1521  2.5  23372  1.5  64.7      Th  II   PE83
 4575.4259 21849.7657    1.001   36125  4.5  14275  4.5  69.5      Th  II   PE83
 4576.7405 21843.4895     .667   33721  2    11877  1    72.3      Th   I   PE83
 4577.5823 21839.4730    1.716   38186  4    16346  4    70.9      Th   I   PE83
 4578.5512 21834.8511     .499                          113.5      Th       PE83
 4579.8272 21828.7680    8.924    4961  4    26790  4    72.2      Th   I   PE83
 4581.1732 21822.3545    7.218                           70.6      Th       PE83
 4584.3671 21807.1513    1.691   34279  3.5  12472  2.5  71.2      Th  II   PE83
 4584.6518 21805.7969    2.569                           71.2      Th       PE83
 4585.8642 21800.0320    1.099                          104.6      Th       PE83
 4588.4262 21787.8602   56.508   32201  5    10414  4    69.9      Th   I   PE83
 4589.1223 21784.5554    2.633   34270  4.5  12485  3.5  71.9      Th  II   PE83
 4589.2668 21783.8694   14.196   21783  4        0  4    70.5      Th III   PE83
 4592.6660 21767.7463   36.624   30011  3     8243  2    70.5      Th   I   PE83
 4592.9575 21766.3651    2.202   32963  5    11197  5    70.2      Th   I   PE83
 4593.6438 21763.1133    6.734   13088  3    34851  2    72.2      Th   I   PE83
 4595.4207 21754.6984   95.539    3687  2    25442  3    70.8      Th   I   PE83
 4596.3078 21750.4993    5.940    7502  3    29252  2    71.6      Th   I   PE83
 4599.7046 21734.4372    2.641    5563  1    27297  1    70.4      Th   I   PE83
 4600.8718 21728.9238    1.350   36210  5    14481  6    70.9      Th   I   PE83
 4602.8862 21719.4144    2.708    7001  1.5  28720  1.5  70.8      Th  II   PE83
 4603.1446 21718.1952   11.392   29961  1     8243  2    71.3      Th   I   PE83
 4604.6529 21711.0811     .359   38617  4.5  16906  3.5  75.5      Th  II   PE83
 4605.8238 21705.5621     .478   18549  2    40254  3    73.8      Th   I   PE83
 4606.5021 21702.3657    1.465   34174  2.5  12472  2.5  72.3      Th  II   PE83
 4607.3781 21698.2399    2.867   34873  4    13175  4    70.4      Th   I   PE83
 4607.9348 21695.6185   10.060    7502  3    29197  2    69.9      Th   I   PE83
 4608.6201 21692.3923    6.439    2869  3    24561  3    70.0      Th   I   PE83
 4610.0809 21685.5185    1.159   13847  2    35533  2    72.2      Th   I   PE83
 4610.6272 21682.9490    4.565   39694  5    18011  5    70.6      Th   I   PE83
 4611.8597 21677.1545    5.876   30879  3.5   9202  3.5  70.2      Th  II   PE83
 4612.5435 21673.9412    4.515   34849  5    13175  4    83.0      Th   I   PE83
 4613.6044 21668.9572    6.302       0  2    21668  1    70.3      Th   I   PE83
 4615.0241 21662.2916    7.431    6362  2    28024  1    71.1      Th   I   PE83
 4615.3340 21660.8367    8.154    3865  1    25526  1    70.8      Th   I   PE83
 4615.8838 21658.2570     .872                           74.4      Th       PE83
 4616.4524 21655.5895    1.087    7502  3    29157  3    72.0      Th   I   PE83
 4617.9065 21648.7705     .534                           74.6      Th       PE83
 4619.4794 21641.3993    6.553   30879  3.5   9238  4.5  71.7      Th  II   PE83
